# Force βfL, Extension z/L, Persistence Length λ
4.7529e+00,    1.7892e-01,    6.2500e-02
4.7969e+00,    1.8046e-01,    6.2500e-02
4.8413e+00,    1.8201e-01,    6.2500e-02
4.8862e+00,    1.8357e-01,    6.2500e-02
4.9314e+00,    1.8514e-01,    6.2500e-02
4.9771e+00,    1.8672e-01,    6.2500e-02
5.0231e+00,    1.8832e-01,    6.2500e-02
5.0696e+00,    1.8992e-01,    6.2500e-02
5.1166e+00,    1.9154e-01,    6.2500e-02
5.1640e+00,    1.9317e-01,    6.2500e-02
5.2118e+00,    1.9481e-01,    6.2500e-02
5.2600e+00,    1.9646e-01,    6.2500e-02
5.3087e+00,    1.9812e-01,    6.2500e-02
5.3579e+00,    1.9979e-01,    6.2500e-02
5.4075e+00,    2.0148e-01,    6.2500e-02
5.4575e+00,    2.0317e-01,    6.2500e-02
5.5081e+00,    2.0488e-01,    6.2500e-02
5.5591e+00,    2.0660e-01,    6.2500e-02
5.6105e+00,    2.0833e-01,    6.2500e-02
5.6625e+00,    2.1008e-01,    6.2500e-02
5.7149e+00,    2.1183e-01,    6.2500e-02
5.7678e+00,    2.1360e-01,    6.2500e-02
5.8212e+00,    2.1537e-01,    6.2500e-02
5.8751e+00,    2.1716e-01,    6.2500e-02
5.9295e+00,    2.1896e-01,    6.2500e-02
5.9844e+00,    2.2077e-01,    6.2500e-02
6.0398e+00,    2.2260e-01,    6.2500e-02
6.0958e+00,    2.2443e-01,    6.2500e-02
6.1522e+00,    2.2628e-01,    6.2500e-02
6.2092e+00,    2.2813e-01,    6.2500e-02
6.2666e+00,    2.3000e-01,    6.2500e-02
6.3247e+00,    2.3188e-01,    6.2500e-02
6.3832e+00,    2.3377e-01,    6.2500e-02
6.4423e+00,    2.3568e-01,    6.2500e-02
6.5020e+00,    2.3759e-01,    6.2500e-02
6.5622e+00,    2.3951e-01,    6.2500e-02
6.6229e+00,    2.4145e-01,    6.2500e-02
6.6842e+00,    2.4340e-01,    6.2500e-02
6.7461e+00,    2.4536e-01,    6.2500e-02
6.8086e+00,    2.4733e-01,    6.2500e-02
6.8716e+00,    2.4931e-01,    6.2500e-02
6.9353e+00,    2.5130e-01,    6.2500e-02
6.9995e+00,    2.5330e-01,    6.2500e-02
7.0643e+00,    2.5532e-01,    6.2500e-02
7.1297e+00,    2.5734e-01,    6.2500e-02
7.1957e+00,    2.5938e-01,    6.2500e-02
7.2623e+00,    2.6142e-01,    6.2500e-02
7.3296e+00,    2.6348e-01,    6.2500e-02
7.3974e+00,    2.6555e-01,    6.2500e-02
7.4659e+00,    2.6763e-01,    6.2500e-02
7.5350e+00,    2.6971e-01,    6.2500e-02
7.6048e+00,    2.7181e-01,    6.2500e-02
7.6752e+00,    2.7392e-01,    6.2500e-02
7.7463e+00,    2.7604e-01,    6.2500e-02
7.8180e+00,    2.7817e-01,    6.2500e-02
7.8904e+00,    2.8031e-01,    6.2500e-02
7.9634e+00,    2.8246e-01,    6.2500e-02
8.0372e+00,    2.8462e-01,    6.2500e-02
8.1116e+00,    2.8679e-01,    6.2500e-02
8.1867e+00,    2.8897e-01,    6.2500e-02
8.2625e+00,    2.9116e-01,    6.2500e-02
8.3390e+00,    2.9336e-01,    6.2500e-02
8.4162e+00,    2.9556e-01,    6.2500e-02
8.4941e+00,    2.9778e-01,    6.2500e-02
8.5727e+00,    3.0001e-01,    6.2500e-02
8.6521e+00,    3.0224e-01,    6.2500e-02
8.7322e+00,    3.0448e-01,    6.2500e-02
8.8131e+00,    3.0674e-01,    6.2500e-02
8.8947e+00,    3.0900e-01,    6.2500e-02
8.9770e+00,    3.1127e-01,    6.2500e-02
9.0601e+00,    3.1354e-01,    6.2500e-02
9.1440e+00,    3.1583e-01,    6.2500e-02
9.2287e+00,    3.1813e-01,    6.2500e-02
9.3141e+00,    3.2043e-01,    6.2500e-02
9.4004e+00,    3.2274e-01,    6.2500e-02
9.4874e+00,    3.2505e-01,    6.2500e-02
